news_001906: 新聞魔法｜蘋果新聞網｜蘋果日報, eucDis = 2.6457513110645907
news_033933: 艾力克斯牌技佳　挑戰澳門撲克盃│TVBS新聞網, eucDis = 21.019508650072915
news_022602: 3聯盟 反對課綱微調 - 政治 - 中時 , eucDis = 21.020914882914223
news_003704: 巴黎艾菲爾鐵塔關閉兩天後 重新開放 - 旅遊 - 中廣, eucDis = 21.021013079215273
news_098925: 地方掃描－江俊德包庇色情判12年 - 地方新聞 - 中國時報, eucDis = 21.023307629261392
news_040401: 地方掃描－新興毒品「喵喵」 今年已奪60命 - 地方新聞 - 中國時報, eucDis = 21.023349350855614
news_005614: 都會掃描－義大遊樂世界 工安績優 - 地方新聞 - 中國時報, eucDis = 21.02455687977947
news_076457: 馬國官員今晚抵京 與馬航家屬溝通 - 國際 - 旺報 , eucDis = 21.030274276608086
news_023536: 地方掃描－學術研討會 發揚客家文化 - 地方新聞 - 中國時報, eucDis = 21.030282216903288
news_051126: 10歲童戲水 耳朵被魚叉刺穿 - 社會 - 自由時報電子報, eucDis = 21.033006972105472
news_000701: 地方掃描－溼地道路案煙硝味濃厚 - 地方新聞 - 中國時報, eucDis = 21.033393545626424
news_089961: NBA WATCH－美媒：公牛擬交易豪哥 - 運動天地 - 中國時報, eucDis = 21.033867001888087
news_048283: 股市短波－台聚集團Q3獲利 亞聚領先 - 證券．權證 - 工商時報, eucDis = 21.036595491024052
news_034080: 人間詩選－小沙彌戲讀 - 藝文副刊 - 中國時報, eucDis = 21.0366507267194
news_087380: 韓國瑜北上 台北請益媒體高層與名嘴 | 九合一選戰焦點 | 要聞 | 聯合新聞網, eucDis = 21.03793396253794
news_018271: 美國保證 不會判史諾登死刑 - 國際 - 中廣, eucDis = 21.040964254463894
news_067741: 新竹光復饅頭拍胸脯：「我才是原創」，地點？│TVBS新聞網, eucDis = 21.041114818027854
news_021876: 替母掃地被撞死　孝女遺作竟是「大掃除」｜蘋果新聞網｜蘋果日報, eucDis = 21.04128301105033
news_074792: 時尚丹寧 下殺3折起｜蘋果新聞網｜蘋果日報, eucDis = 21.042464128759548
news_069986: 運動前 正確熱身很重要｜蘋果新聞網｜蘋果日報, eucDis = 21.04897240636663
news_092140: 快訊／加油要快！　中油：明凌晨起汽柴油「各漲3角」│TVBS新聞網, eucDis = 21.053994507377553
news_058282: 《大陸股市》陸股氣虛，證券、鋼鐵逆勢走高 - 財經 - 時報資訊, eucDis = 21.054698939820142
news_036836: 打籃球擦槍走火 送辦 - 地方新聞 - 中國時報, eucDis = 21.055851165240785
news_092301: ​〈快訊〉快去加油！明天汽油每公升漲0.3元　柴油0.4元│TVBS新聞網, eucDis = 21.05665553403326
news_018033: 消費快訊－遠紡聯合特賣 寢飾、服飾1折起 - 時尚消費 - 中國時報, eucDis = 21.05714638629797
news_079306: 地方掃描－威達雲端電訊未授權即播放節目 遭訴 - 地方新聞 - 中國時報, eucDis = 21.05989593344315
news_088937: 快訊／罷工若影響旅客　旅行社須全額負擔│TVBS新聞網, eucDis = 21.061316861153358
news_049088: 強檔遊戲-鐵拳TT2｜蘋果新聞網｜蘋果日報, eucDis = 21.063681379793227
news_014391: 路人報案槍擊　原來是警開槍追捕│TVBS新聞網, eucDis = 21.063756352457872
news_060808: 撤銷Ubr投資許可？投審會一個月內決定 - 財經 - 中央社, eucDis = 21.063820368707187
news_016172: 新台幣中午升9.2分 - 財經 - 中央社, eucDis = 21.065799972576993
news_093259: 傅娟當女兒的妹子｜蘋果新聞網｜蘋果日報, eucDis = 21.065942412600116
news_017749: 北禽市場雞隻確診禽流感 整批將銷毀 - 社會 - 中央社, eucDis = 21.067242126492356
news_069443: 紙風車319鄉鎮巡演 - 副刊 - 自由時報電子報, eucDis = 21.068778376817964
news_093504: 大樹長GG 雄偉程度鄉民都崩潰｜蘋果新聞網｜蘋果日報, eucDis = 21.069212136893974
news_022337: 《匯市》新台幣收30.065  貶2.9分 - 財經 - 工商 , eucDis = 21.070699186839256
news_071088: H7N9衝擊 廣東養殖業損百億 - 兩岸 - 中時 , eucDis = 21.07369555626178
news_096012: 仕女服下殺2.5折起｜蘋果新聞網｜蘋果日報, eucDis = 21.076278949741535
news_099963: 就是不比賽｜蘋果新聞網｜蘋果日報, eucDis = 21.081663761939943
news_021203: 敘利亞清真寺遭炮火攻擊 4死26傷 - 國際 - 中廣, eucDis = 21.08207821989092
news_085566: 地方掃描－創新教學應用 南榮中國獲績優獎 - 地方新聞 - 中國時報, eucDis = 21.082557655358816
news_063837: 街頭公民課 「打破」課綱表決心 - 政治 - 中時 , eucDis = 21.082927959163328
news_059073: 老佛爺欽點搞叛逆 麥莉外雙C回春香奈兒｜蘋果新聞網｜蘋果日報, eucDis = 21.08764098395578
news_086952: 第三勢力立委參選人反黑箱課綱 教育部前演短劇 - 政治 - 中時 , eucDis = 21.08933061889587
news_067626: 印尼北部豪雨成災 至少13 死 - 國際 - 中廣, eucDis = 21.093896788786452
news_065092: 快訊／14校送申請漲學雜費　世新、淡江、大同列其中│TVBS新聞網, eucDis = 21.094035648208983
news_038188: 四川「穿心」車禍 駕駛奇蹟輕傷 - 兩岸 - 旺報 , eucDis = 21.095471997559056
news_095347: 900人齊開罐 印度破紀錄 - 國際 - 自由時報電子報, eucDis = 21.096333971721418
news_015691: 進口鞋特賣 下殺4.8折起｜蘋果新聞網｜蘋果日報, eucDis = 21.104117979467254
news_075886: 瑪格莉特摔傷坐輪椅｜蘋果新聞網｜蘋果日報, eucDis = 21.10477678074127
news_069170: 都會掃描－台中市稽查美牛 未驗出瘦肉精 - 地方新聞 - 中國時報, eucDis = 21.10598604694343
news_069313: 今天我最美｜蘋果新聞網｜蘋果日報, eucDis = 21.106003477575936
news_007644: 《匯市》新台幣收29.962 今年新高 - 財經 - 工商 , eucDis = 21.108971639599535
news_085980: 蔡學良母親訴說孩子身亡的諸多疑點 - 焦點 - 中時 , eucDis = 21.110586582230397
news_016188: 七月半 嚇路人｜蘋果新聞網｜蘋果日報, eucDis = 21.111470575751603
news_017149: 疏忽照顧5月大嬰兒致死 專業保母被起訴 - 社會 - 中時 , eucDis = 21.115442291682907
news_035522: 《港股》觀望葉倫演說，恆指微漲 - 財經 - 時報資訊, eucDis = 21.121917959014258
news_088848: 9月2日股市備忘錄 - 證券．權證 - 工商時報, eucDis = 21.126394143384783
news_061234: 蘇志燮 蓋棉被調情申敏兒｜蘋果新聞網｜蘋果日報, eucDis = 21.12964346108545
news_068773: 金銀蝦炒澎湖絲瓜 - 《旺到報》 - 中國時報, eucDis = 21.130263267267665
news_080330: 地方掃描－坤泰盃作文賽 贈復古筆袋 - 地方新聞 - 中國時報, eucDis = 21.131252541814032
news_046870: 懷疑夫出軌 酒掺安眠藥尋短 - 社會 - 中時 , eucDis = 21.131825683881583
news_039380: 都會掃描－聯絡道路通車 省十分鐘 - 焦點要聞 - 中國時報, eucDis = 21.133114970999795
news_068617: 煙火T恤炫｜蘋果新聞網｜蘋果日報, eucDis = 21.134650256173597
news_080651: 張藝謀超生挨罰3720萬 - 娛樂新聞 - 中國時報, eucDis = 21.141255006750043
news_094651: 孫協志王仁甫夜店互毆｜蘋果新聞網｜蘋果日報, eucDis = 21.142429647175998
news_001699: 經典賽仕樣球亮相｜蘋果新聞網｜蘋果日報, eucDis = 21.14351405267735
news_070506: 影／徐國勇：未接獲改組通知 | 內閣傳擴大改組 | 要聞 | 聯合新聞網, eucDis = 21.145590739324863
news_020323: 生活報你知－四技二專招生簡章明起發售 - 生活新聞 - 中國時報, eucDis = 21.148898896363672
news_094643: 空難恐致大國激烈對立 - 焦點新聞 - 旺報, eucDis = 21.152448717696156
news_082039: 呂秀蓮呼籲 全民告連戰外患罪 - 政治 - 中時 , eucDis = 21.15476166443111
news_099923: 社會傳真機－酒駕撞電線桿 痛得飆髒話 - 社會新聞 - 中國時報, eucDis = 21.156143817072966
news_044601: 《國際經濟》進口成長大於出口，德國7月貿易順差縮水 - 財經 - 時報資訊, eucDis = 21.160608794415083
news_060658: 國產手機遊戲夯　月底盼破50萬次下載│TVBS新聞網, eucDis = 21.161400093062944
news_062860: 共乘業者Sdcar 年底歇業 - 財經 - 工商 , eucDis = 21.16565783271487
news_005384: CD還在睡 熱火不樂觀｜蘋果新聞網｜蘋果日報, eucDis = 21.166423225177386
news_044856: 訂2百盒油飯佯稱車子壞了 騙走業者1500元 - 社會 - 中時 , eucDis = 21.167411871246674
news_094988: 品牌鞋履 特賣3折起｜蘋果新聞網｜蘋果日報, eucDis = 21.169990163038594
news_056528: 蘋果民調：重機車友自行試辦騎上國道，請教您的看法？｜蘋果新聞網｜蘋果日報, eucDis = 21.170791869558094
news_077365: 地方掃描－見員警荷槍實彈 毒蟲腿軟被逮 - 地方新聞 - 中國時報, eucDis = 21.17121108495545
news_011179: 宜蘭頭城地震規模5.1  最大震度2級 - 生活 - 中央社, eucDis = 21.17407322713796
news_007873: 碧利斯襲台／〈快訊〉雨太大！　達仁鄉下午停班停課│TVBS新聞網, eucDis = 21.17475999369016
news_077774: 首度曝光 AIT處長官邸如畫廊｜蘋果新聞網｜蘋果日報, eucDis = 21.175679997973177
news_081480: 氣候異常？芒果樹結實纍纍 - 生活 - 中時 , eucDis = 21.182206290488363
news_061327: 男無外傷陳屍空屋 擇期相驗 - 社會 - 中時 , eucDis = 21.18374194255518
news_038013: 昨日《蘋果》被發現的錯與批評｜蘋果新聞網｜蘋果日報, eucDis = 21.184214770096634
news_018561: 天津女足勇奪足協杯冠軍 - 焦點新聞 - 旺報, eucDis = 21.184849251280404
news_060890: 地方掃描－西湖渡假村 推童話節 - 地方新聞 - 中國時報, eucDis = 21.185872670475145
news_023753: 韓國日本人均所得 差距縮小 - 財經 - 工商 , eucDis = 21.188375877528927
news_047529: 影／搶救藻礁 環團要求天然氣接收站遷址 | 綜合 | 要聞 | 聯合新聞網, eucDis = 21.190998828565732
news_051337: 白靈 披金龍擒醜后｜蘋果新聞網｜蘋果日報, eucDis = 21.19192733599846
news_024279: 總冠軍戰壓力好大 劉時豪哭了! - 體育 - 中時電子報, eucDis = 21.192894832791904
news_030619: 今日我最hgh 綠衫軍主場｜蘋果新聞網｜蘋果日報, eucDis = 21.19571370253649
news_099034: 亞泥副主席  徐旭平接任 - 財經 - 工商 , eucDis = 21.196539062169794
news_025697: 【動怒片】這是我的窩！狗狗不爽兔兔｜蘋果新聞網｜蘋果日報, eucDis = 21.207882919987142
news_023388: 教育部長潘文忠 小檔案 - 生活 - 自由時報電子報, eucDis = 21.2078927052163
news_042307: 8月5日股市備忘錄 - 證券．權證 - 工商時報, eucDis = 21.210809066176676
news_078458: Non, eucDis = 21.21356113026648
news_057742: 中國聯通4G業務 今年慘遭滑鐵盧 - 兩岸 - 旺報 , eucDis = 21.21689558846493
news_088660: 地方掃描－南區復興北路女子墜樓不治 - 地方新聞 - 中國時報, eucDis = 21.217077965083654
news_051571: 包小松扮包公 惡搞老祖宗｜蘋果新聞網｜蘋果日報, eucDis = 21.219643301914186
news_044677: 買到凶宅  原賣家須賠償 - 社會 - 中時 , eucDis = 21.222604462313154
news_004401: Non, eucDis = 21.22954241613783
news_070415: 品牌服飾 秒殺100元｜蘋果新聞網｜蘋果日報, eucDis = 21.230867861979178
news_062501: 熱身賽 義大犀牛1比0擊退Lamgo桃猿 - 體育 - 中時 , eucDis = 21.23088360065525
news_038563: 【直播】場外逾千人集結反對 婚姻平權法草案審查 - 政治 - 中時電子報, eucDis = 21.23178018225622
news_066051: 快訊／電力警戒紅轉橘燈　限電危機暫時解除│TVBS新聞網, eucDis = 21.232830244493133
news_086094: 反高學費行動劇｜蘋果新聞網｜蘋果日報, eucDis = 21.234906665408655
news_023443: 歐洲餐具水晶 促銷買1送1｜蘋果新聞網｜蘋果日報, eucDis = 21.235460715085043
news_062461: 今天我最美｜蘋果新聞網｜蘋果日報, eucDis = 21.23797594097768
news_027767: 地方掃描－豆腐乳被偷吃 男子怒欲縱火 - 地方新聞 - 中國時報, eucDis = 21.24101951522842
news_015674: 印度南部火車失火 至少23死 - 國際 - 中央社, eucDis = 21.243154602399215
news_099232: 高雄氣爆死傷慘重 1消防員重傷命危 - 社會 - 中時 , eucDis = 21.24600678956453
news_052671: 地方掃描－田中好米競賽 陳位信奪第一 - 地方新聞 - 中國時報, eucDis = 21.249680383006016
news_021240: 小仙童點睛｜蘋果新聞網｜蘋果日報, eucDis = 21.250470540934526
news_010520: 快訊／預約參觀放寬！　故宮南院每日1750人次進場│TVBS新聞網, eucDis = 21.250689102696114
news_054140: 品牌濕紙巾 蒐羅5折起｜蘋果新聞網｜蘋果日報, eucDis = 21.251078497585702
news_099913: 反台南鐵路地下化 自救會北上陳情 - 政治 - 中時 , eucDis = 21.25404044616057
news_003098: 麥寮許厝分校學生拒回橋頭國小 李進勇遺憾 - 生活 - 中時 , eucDis = 21.256280117811734
news_031181: 老布女兒露茉 穿三奶頭衣喊解放 - 娛樂新聞 - 中國時報, eucDis = 21.257106770872984
news_020068: 卡通服飾 特惠3折起｜蘋果新聞網｜蘋果日報, eucDis = 21.25831000633015
news_027137: 交流賽最終戰 羅德11比5擊退桃猿 - 體育 - 中時 , eucDis = 21.259741785484636
news_078747: 地方掃描－父常家暴女兒提告 父判賠12萬 - 地方新聞 - 中國時報, eucDis = 21.260427609466777
news_096914: 少女上演全武行 狂搧母耳光 - 話題觀察 - 旺報, eucDis = 21.26345148030997
news_025987: 地主球迷興奮驕傲｜蘋果新聞網｜蘋果日報, eucDis = 21.26421017629818
news_038360: 車壇大事紀－INFINITI夏日感謝祭 加碼抽好禮 - 時尚消費 - 中國時報, eucDis = 21.264400780489936
news_022024: 漢翔競價 拍賣底價為12.95元 - 財經 - 工商 , eucDis = 21.265886036676733
news_076156: 超人粉絲團 破金氏紀錄 - 國際 - 自由時報電子報, eucDis = 21.2702923731463
news_023105: 都會掃描－路邊停車單繳費期限 順延春節後 - 焦點要聞 - 中國時報, eucDis = 21.27559747807939
news_081356: 大福彩頭獎摃龜 - 社會 - 自由時報電子報, eucDis = 21.27578642300789
news_005938: 巧克力版小金人辦桌｜蘋果新聞網｜蘋果日報, eucDis = 21.278287421128635
news_015624: 辣媽哺乳險走光｜蘋果新聞網｜蘋果日報, eucDis = 21.28203774853479
news_022148: 王心凌力挺姚元浩《鐵獅玉玲瓏》 - 娛樂 - 中時 , eucDis = 21.28347942300622
news_018805: OTZ Shos有機鞋 登台開專賣店 - 時尚消費 - 中國時報, eucDis = 21.28403540993365
news_065875: 扁贈匾額 招議｜蘋果新聞網｜蘋果日報, eucDis = 21.284834398003657
news_035857: 319鄉村兒童藝術工程 第256-258場巡演預告 - 副刊 - 自由時報電子報, eucDis = 21.285058745151602
news_071539: Non, eucDis = 21.28605040200045
news_090833: OLED小檔案 - 生活 - 自由時報電子報, eucDis = 21.28847271391425
news_048643: 話題論點－即將破10萬台 ALL NEW LIVINA 獨角仙特仕車限量上市 - 時尚消費 - 中國時報, eucDis = 21.28855417840068
news_050381: 孟買機場啟用新航廈 每年可接待4千萬旅客 - 國際 - 中廣, eucDis = 21.289813118691487
news_013104: 蘭嶼全島晚間大停電　1700戶受影響│TVBS新聞網, eucDis = 21.29279431408716
news_011259: 追星趴趴走｜蘋果新聞網｜蘋果日報, eucDis = 21.29606136752656
news_074344: 〈快訊〉港出現首個疑似病例　檢測中│TVBS新聞網, eucDis = 21.296345260335638
news_091558: 〈快訊〉霧峰中正橋下　18歲男溺水無生命跡象│TVBS新聞網, eucDis = 21.299936761328386
news_005364: 境外生權益小組陳情 反對調漲境外生保費 - 政治 - 中時 , eucDis = 21.300034398288272
news_083389: 《六呎風雲》（Sx F Undr）第四季｜蘋果新聞網｜蘋果日報, eucDis = 21.302257446698256
news_018705: &;藝文短訊&g; 2008年醫護文學獎徵稿 - 副刊 - 自由時報電子報, eucDis = 21.30532406264178
news_083326: 影／東奧正名行動聯盟反駁中華奧會 紀政等人公投催票　 | 十公投案綁大選 | 要聞 | 聯合新聞網, eucDis = 21.306300378435164
news_085224: 快訊／陸生納健保拍板　須全額自付健保費│TVBS新聞網, eucDis = 21.30645362318557
news_089270: 今夏時尚的一步：亞歷桑德拉 不停穿 - 消費 - 自由時報電子報, eucDis = 21.311312168077784
news_037796: 泰王蒲美蓬 發燒住院 - 國際 - 中時 , eucDis = 21.312778276979934
news_077575: 華航空服員勝利　工會：歡迎長榮復興加入 - 生活 - 中央社, eucDis = 21.31398954573442
news_037134: 阿牛先發 老爸開球助威｜蘋果新聞網｜蘋果日報, eucDis = 21.315991178300784
news_035157: 隆格利亞 再留光芒10年 - 地方新聞 - 中國時報, eucDis = 21.317799483629837
news_041758: 美自產及進口稻米均增長 摜壓糙米期貨價 - 財經 - 工商 , eucDis = 21.318260134368124
news_041722: 〈快訊〉致命「伊波拉」恐慌　港府18:00說明│TVBS新聞網, eucDis = 21.31859774290075
news_076708: 巴基斯坦有人炸列車 造成3死15傷 - 國際 - 中廣, eucDis = 21.319731796205154
news_095248: 林暐哲露臉樂迷喜｜蘋果新聞網｜蘋果日報, eucDis = 21.32116831759454
news_038847: 都會掃描－太平合唱團 十周年音樂會 - 藝文副刊 - 中國時報, eucDis = 21.323106833612858
news_085356: 罕見綠色黃金獵犬　主人取「芥末」│TVBS新聞網, eucDis = 21.325535760365312
news_086991: 地方掃描－美化戶所 志工綠手施魔法 - 地方新聞 - 中國時報, eucDis = 21.327993631964798
news_006293: 住家設置兵工廠　警逮三改槍嫌犯│TVBS新聞網, eucDis = 21.328793031051696
news_044353: 土屋安娜含悲 抱子慟別前夫｜蘋果新聞網｜蘋果日報, eucDis = 21.33025067008843
news_008040: 犀象戰延賽 象投湯瑪仕回鍋 - 體育 - 中央社, eucDis = 21.330631819012293
news_019179: 地方掃描－妻內褲有他人精液 無法證明性交無罪 - 地方新聞 - 中國時報, eucDis = 21.332762203862906
news_081185: 籠囚兔女郎 反動物實驗｜蘋果新聞網｜蘋果日報, eucDis = 21.34089829983196
news_006380: 金蟲指數－黃金類股進場指標 - 投資理財 - 工商時報, eucDis = 21.34175610820746
news_053432: 地方掃描－長榮大學管理學院長交接 - 地方新聞 - 中國時報, eucDis = 21.342363555439885
news_025713: 地方掃描－電動車遭竊鬱卒 警尋回嬤感謝 - 地方新聞 - 中國時報, eucDis = 21.34329362456937
news_083785: 【靠北街訪37】功夫再棒　也抵不過洋槍｜蘋果新聞網｜蘋果日報, eucDis = 21.347445403030026
news_027994: 都會掃描－傻瓜電擊器 花蓮裝設25台 - 地方新聞 - 中國時報, eucDis = 21.348767495260685
news_085767: 股市短波－雅茗2月、前2月營收 同期新高 - 證券．權證 - 工商時報, eucDis = 21.34961233986446
news_032475: 扁外出維安 陳威仁：可向高市警局申請 - 政治 - 中時 , eucDis = 21.351569905990026
news_009761: 地方掃描－六房媽祖金幣 打卡限量放送 - 地方新聞 - 中國時報, eucDis = 21.352401178812578
news_077856: 賭盤分析｜蘋果新聞網｜蘋果日報, eucDis = 21.35392492724842
news_056576: 陸星材 自毀俊臉當丑男｜蘋果新聞網｜蘋果日報, eucDis = 21.357575390801543
news_023238: Fd QE再減 金價滑落 - 財經 - 工商 , eucDis = 21.357678682768302
news_000977: 流蘇衣鞋 搶敗3.6折起｜蘋果新聞網｜蘋果日報, eucDis = 21.3581391254616
news_096888: 2公里披薩繞海灣 拿坡里師傅破紀錄｜蘋果新聞網｜蘋果日報, eucDis = 21.358802441657883
news_044589: 地方掃描－通霄虎頭山廁所髒亂 遊客投訴 - 地方新聞 - 中國時報, eucDis = 21.358893112841987
news_021905: 星座理財(9月18日～9月22日)－白羊座（3月21日～4月20日） 放手追夢 順勢而為 - 投資理財 - 工商時報, eucDis = 21.36134432107904
news_074775: 5公斤 楊丞琳假孕肚逼真 - 娛樂新聞 - 中國時報, eucDis = 21.365733788104556
news_069202: 〈快訊〉板橋高中游泳池　女子疑病發溺斃│TVBS新聞網, eucDis = 21.367672318272515
news_069584: 都會掃描－莊育弘詐騙集團提起公訴 - 地方新聞 - 中國時報, eucDis = 21.371253416855254
news_092237: 快訊／縱火9死再查出2死者身份　3人不詳│TVBS新聞網, eucDis = 21.371721647841344
news_065635: 洪仲丘命案 高華柱拜會曾勇夫 - 社會 - 中廣, eucDis = 21.37212095436897
news_031604: 地方掃描－議員聲援扁速保外就醫 - 地方新聞 - 中國時報, eucDis = 21.37240932744542
news_056820: 《日股》日圓走貶，日股收漲0.71％ - 財經 - 時報資訊, eucDis = 21.374571897284223
news_058829: 地方掃描－盜領存款醜化女兒 惡媽被訴 - 地方新聞 - 中國時報, eucDis = 21.376074795309904
news_025921: 地方掃描－偏鄉巡迴醫療點 增設五處 - 焦點要聞 - 中國時報, eucDis = 21.376763731179278
news_023585: 「小飛俠」 偷瞄美胸｜蘋果新聞網｜蘋果日報, eucDis = 21.379759701784785
news_097524: 北捷被害家屬 堅持看北捷影片 - 社會 - 中時 , eucDis = 21.38406205067233
news_091770: 昨日 《蘋果》 被發現的錯與批評｜蘋果新聞網｜蘋果日報, eucDis = 21.384309624549903
news_028335: 鹿港媽祖 試燈｜蘋果新聞網｜蘋果日報, eucDis = 21.38671579576986
news_010963: 地方掃描－台灣國際家庭互助協會 舉辦東南亞書展 - 地方新聞 - 中國時報, eucDis = 21.387241386330093
news_047074: 雲林斗南2萬隻雞淹死 飼主欲哭無淚 - 生活 - 中時 , eucDis = 21.387410685618963
news_080072: 追打火球｜蘋果新聞網｜蘋果日報, eucDis = 21.38862311207129
news_032083: 宜蘭水利會長選舉 許南山暫領先 - 政治 - 中時 , eucDis = 21.388754413817736
news_001442: 小海女 豪吞36碗麵｜蘋果新聞網｜蘋果日報, eucDis = 21.39587912597708
news_081668: 〈北部〉持有毒品又擁槍 1男1女送辦 - 地方 - 自由時報電子報, eucDis = 21.39858034554065
news_056762: 《爸爸去哪兒》王詩齡向奧運冠軍學溜冰 - 娛樂 - 旺報 , eucDis = 21.398649048054647
news_093359: 黨員回家不艱辛 潘維剛盼補繳1年黨費即可 - 政治 - 中時 , eucDis = 21.39869420956344
news_089835: 才上任不到半個月　新科里長墜樓身亡│TVBS新聞網, eucDis = 21.399210913456855
news_029945: 投顧樂觀看景氣　建議基金長期投資│TVBS新聞網, eucDis = 21.40577925654184
news_057069: 〈北部〉《閱報秘書》四大金磚招商計畫 - 地方 - 自由時報電子報, eucDis = 21.407251760826984
news_071230: 崔智友 40歲扮高中妹｜蘋果新聞網｜蘋果日報, eucDis = 21.41156863905284
news_066780: 世界盃足球賽 馬拉度納擔任球評 - 體育 - 中廣, eucDis = 21.414927153451664
news_014240: 是否支持廢死？4位大法官被提名人沒舉手 - 政治 - 中時 , eucDis = 21.418721970137668
news_054682: 〈健康充電站〉腸道健康講座 - 生活 - 自由時報電子報, eucDis = 21.420066050071398
news_074974: 友達10月營收291.9億 今年次低 - 財經 - 工商 , eucDis = 21.423372283192123
news_004392: 台塑四寶11月營收年增4%  台塑衝第一 - 財經 - 中央社, eucDis = 21.42471526198108
news_067336: 混水摸魚 老少瘋狂｜蘋果新聞網｜蘋果日報, eucDis = 21.42577995833365
news_024876: 台南新化8：17傳出芮氏規模4.1地震 - 生活 - 旺報 , eucDis = 21.426575256616054
news_021936: 蘋果大漲 那斯達克指數盤中創新高 - 財經 - 工商 , eucDis = 21.427207305487446
news_024682: 國銀土地授信集中度 4家逾15％ - 財經 - 工商 , eucDis = 21.429970838612334
news_022920: 龍吟論壇 施振榮談產業發展趨勢 - 財經 - 中時 , eucDis = 21.433198439702295
news_044631: 日本職棒｜蘋果新聞網｜蘋果日報, eucDis = 21.433552526638604
news_092294: 地方掃描－芭樂心葉健康茶 遭檢出農藥 - 地方新聞 - 中國時報, eucDis = 21.434559730411166
news_049051: 快訊／花蓮南濱砂石車「追撞」駕駛受困　市區塞爆│TVBS新聞網, eucDis = 21.435796897337056
news_023769: 舉牌新靚妹 E級蔡依林｜蘋果新聞網｜蘋果日報, eucDis = 21.436647207046818
news_048611: 保外醫治 回籠率近3成 - 社會 - 中時 , eucDis = 21.438320573370568
news_013902: 股市短波－慧洋前10月EPS 3.99元 全年估4.5元 - 證券．權證 - 工商時報, eucDis = 21.438914696161703
news_042372: 每日動一句 美國演員布萊德彼特｜蘋果新聞網｜蘋果日報, eucDis = 21.44187532228446
news_040710: 地方掃描－「捐助有你 餐餐滿足」愛心捐獻 - 地方新聞 - 中國時報, eucDis = 21.44305887055068
news_003941: 好養眼 內衣麻豆遊街｜蘋果新聞網｜蘋果日報, eucDis = 21.444154161201766
news_003371: 地方掃描－萬壽宮文化園區無著落 - 地方新聞 - 中國時報, eucDis = 21.447995113822813
news_058373: Q：請問「冬蜜」還有「龍眼蜜」的英文是什麼？我想說「冬蜜的品質最好，但產量很少。」桃園 Jo｜蘋果新聞網｜蘋果日報, eucDis = 21.448309685008933
news_097163: 〈台北都會〉貨車輾機車 騎士斷雙腿 - 地方 - 自由時報電子報, eucDis = 21.450601529157076
news_051702: 〈南部〉7人1窩… 集體吸毒 - 地方 - 自由時報電子報, eucDis = 21.45229044023923
news_051129: 育嬰假有錢領 最高每月2.6萬｜蘋果新聞網｜蘋果日報, eucDis = 21.455193039079614
news_079119: 新台幣收31.328 貶值0.3分 - 財經 - 工商 , eucDis = 21.457592980900092
news_007279: 搶看達文西真跡　倒數計時人潮湧現│TVBS新聞網, eucDis = 21.460140372323423
news_096115: 統計研究所－敦奧之賜 兩岸對英出口成長 - 焦點新聞 - 旺報, eucDis = 21.46091997915024
news_082824: AI+區塊鏈 LINE要打造代幣經濟圈 | 金融要聞 | 產經 | 聯合新聞網, eucDis = 21.462070947944056
news_079936: 都會掃描－捷運板橋站 開放公用空間 - 焦點要聞 - 中國時報, eucDis = 21.46448430165538
news_089051: 今天我最炫 Th Icman 冰人｜蘋果新聞網｜蘋果日報, eucDis = 21.46747321105433
news_019615: 地方掃描－過年合照變矮 檢測為嚴重骨鬆 - 地方新聞 - 中國時報, eucDis = 21.470277544565022
news_031031: 法、台、憨生齊做蛋糕 國際交流獻愛 - 生活 - 中時 , eucDis = 21.473886395407714
news_074432: 地方掃描－拒檢撞警機車 開3槍仍逃逸 - 地方新聞 - 中國時報, eucDis = 21.474630872818857
news_037577: 快訊／玩寶可夢太忘我！　南港騎士被攔查開罰│TVBS新聞網, eucDis = 21.477600550537925
news_091645: 都會掃描－鶴岡國小土地紛爭落幕 - 焦點要聞 - 中國時報, eucDis = 21.48265303862112
news_030994: 朵朵小語》哭過就好了 - 副刊 - 自由時報電子報, eucDis = 21.496386935747527
news_099868: 周杰倫攜母飛青島慶生 - 娛樂 - 時報周刊, eucDis = 21.497303543255505
news_038646: 雙金鍾《健康》聯手 苗可麗、詹姆士把關飲食安全 - 娛樂 - 中時 , eucDis = 21.502755484597667
news_030212: 抗議Ubr 馬德里計程車罷工 | 全球財經 | 全球 | 聯合新聞網, eucDis = 21.502997925778132
news_008223: 地方掃描－南開科大數位系 開創新商機 - 地方新聞 - 中國時報, eucDis = 21.503970548175204
news_050232: 《匯市》新台幣開盤貶值3.3分 暫報30.17 - 財經 - 工商 , eucDis = 21.513449919597303
news_077281: 奪命毒糖 一腳踢開｜蘋果新聞網｜蘋果日報, eucDis = 21.515667878075025
news_031165: 都會掃描－太平區道路土方沒人管 惹民怨 - 焦點要聞 - 中國時報, eucDis = 21.516544555126366
news_090219: 大樂透連5摃 頭獎上看2.5億 - 社會 - 自由時報電子報, eucDis = 21.51753054582534
news_073069: 地方掃描－燈照技術 巨峰葡萄縮短成長期 - 地方新聞 - 中國時報, eucDis = 21.51805814576887
news_040531: Ubr暫停布達佩斯叫車服務 - 科技 - 工商 , eucDis = 21.518500527047635
news_055801: 中共設國安委員會 習近平任主席 - 兩岸 - 中時 , eucDis = 21.51863182419305
